occurrence_id,deck,slide_number,hidden_slide,object_id,object_name,sha256,duplicate_group,role,provenance,rights_status,treatment,destination,status,notes
DPN02. Attention_Prediction_Expectation:s65:o9,DPN02. Attention_Prediction_Expectation.pptx,65,False,110,Picture 109,f0de0d32fd38330a2b81229afe321b659478bd6fbde300b190a05403b0825dce,sha256:f0de0d32fd38330a,substantive,generic icon component; source/license metadata absent,unclear,represented-in-existing-book-visual,figures/judgment-and-decision-making-according-to-predictive-processing.svg,complete,"Each icon is one component of the active-inference slide; the complete mechanism maps to the book’s original SVG. Raw asset ppt/media/image74.png, 75×74 px; duplicate-group count in global inventory: 2."
DPN02. Attention_Prediction_Expectation:s65:o10,DPN02. Attention_Prediction_Expectation.pptx,65,False,154,Picture 153,cea9f298efd17ee63ad8343ef6d2765166e8250d93432dfbcce267c81c55a40e,sha256:cea9f298efd17ee6,substantive,generic icon component; source/license metadata absent,unclear,represented-in-existing-book-visual,figures/judgment-and-decision-making-according-to-predictive-processing.svg,complete,"Each icon is one component of the active-inference slide; the complete mechanism maps to the book’s original SVG. Raw asset ppt/media/image75.png, 191×169 px; duplicate-group count in global inventory: 2."
DPN02. Attention_Prediction_Expectation:s66:o1,DPN02. Attention_Prediction_Expectation.pptx,66,False,8,Picture 7,3cbaf2735d886dc80ec55c3fbecb051a13c5fd12b4d48bf5782fa2bf645e335f,sha256:3cbaf2735d886dc8,substantive,deck-embedded third-party or course visual; no reusable license metadata,protected,represented-in-text-or-activity,chapters/04-the-predictive-mind-perception-is-inference.qmd#the-predictive-mind-perception-is-inference,complete,"Viral dress photograph and explanatory cartoon are not copied; model-dependent disagreement is represented in prose. Raw asset ppt/media/image76.jpeg, 250×380 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s66:o2,DPN02. Attention_Prediction_Expectation.pptx,66,False,9,Picture 8,65ec766d42b62a7bec223fd1a03d7579e4a5a5b4e0caf9e2a83c3fb9d2b6be9f,sha256:65ec766d42b62a7b,substantive,deck-embedded third-party or course visual; no reusable license metadata,protected,represented-in-text-or-activity,chapters/04-the-predictive-mind-perception-is-inference.qmd#the-predictive-mind-perception-is-inference,complete,"Viral dress photograph and explanatory cartoon are not copied; model-dependent disagreement is represented in prose. Raw asset ppt/media/image77.png, 250×188 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s67:o1,DPN02. Attention_Prediction_Expectation.pptx,67,False,6,Picture 5,d4c0c3e9e220bbc7be4aaf30f0c168653ee517e6de8c6fe094e51ba3e2bb80c2,sha256:d4c0c3e9e220bbc7,decorative,deck-embedded title or divider artwork; no reusable license metadata,unclear,decorative-omitted,none,accounted,"Section or title artwork carries no unique evidence. Raw asset ppt/media/image78.png, 1672×941 px; duplicate-group count in global inventory: 2."
DPN02. Attention_Prediction_Expectation:s68:o1,DPN02. Attention_Prediction_Expectation.pptx,68,False,6,Image 0,68d6b8fb6383febd59a5366511782d4efe95b5cb9b61223a84d47ec2e77cd0eb,sha256:68d6b8fb6383febd,substantive,generated-looking scientific collage; rights unclear,unclear,represented-in-text-or-activity,chapters/03-attention-what-becomes-evidence.qmd#every-organism-inhabits-a-partial-world,complete,"Generated-looking Umwelt collage is omitted; species-specific perceptual worlds are explained and cited. Raw asset ppt/media/image79.jpeg, 1262×941 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s69:o1,DPN02. Attention_Prediction_Expectation.pptx,69,False,8,Picture 7,e632cf2761af4bae33155856d113a03453936425a4d9e36a2d29915a2094880a,sha256:e632cf2761af4bae,substantive,third-party infographic; no license metadata,protected,represented-in-text-or-activity,chapters/03-attention-what-becomes-evidence.qmd#every-organism-inhabits-a-partial-world,complete,"Animal-sensory infographic is not copied; species examples are represented in prose. Raw asset ppt/media/image80.png, 1363×970 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s70:o1,DPN02. Attention_Prediction_Expectation.pptx,70,False,9,Content Placeholder 5,2dfd9f6f364bdbfb9158bfd589ded49995e6f86b0fe199038fdd33bddd743b90,sha256:2dfd9f6f364bdbfb,substantive,third-party scientific images or diagram; no license metadata,protected,represented-in-text-or-activity,chapters/03-attention-what-becomes-evidence.qmd#every-organism-inhabits-a-partial-world,complete,"Bee/human flower views and spectrum graphic are not copied; ultraviolet flower cues are explained and cited. Raw asset ppt/media/image81.png, 405×381 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s70:o2,DPN02. Attention_Prediction_Expectation.pptx,70,False,3,Content Placeholder 5,1967ceec9894441449d9ac0f8534b9aad870d7b7fbb9439fed1e8e6735fb924a,sha256:1967ceec98944414,substantive,third-party scientific images or diagram; no license metadata,protected,represented-in-text-or-activity,chapters/03-attention-what-becomes-evidence.qmd#every-organism-inhabits-a-partial-world,complete,"Bee/human flower views and spectrum graphic are not copied; ultraviolet flower cues are explained and cited. Raw asset ppt/media/image82.png, 797×109 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s70:o3,DPN02. Attention_Prediction_Expectation.pptx,70,False,5,Content Placeholder 5,2180e0e7b5b6b76bcc4f3bfd468976ed0e71cb312852aeadd6201b595c32123a,sha256:2180e0e7b5b6b76b,substantive,third-party scientific images or diagram; no license metadata,protected,represented-in-text-or-activity,chapters/03-attention-what-becomes-evidence.qmd#every-organism-inhabits-a-partial-world,complete,"Bee/human flower views and spectrum graphic are not copied; ultraviolet flower cues are explained and cited. Raw asset ppt/media/image83.png, 386×381 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s72:o1,DPN02. Attention_Prediction_Expectation.pptx,72,True,2,Image 0,bcbaaaaf337a73703a7452917c86d49103b1f7a653f82495445d8600307f1837,sha256:bcbaaaaf337a7370,decorative,deck-embedded title or divider artwork; no reusable license metadata,unclear,decorative-omitted,none,accounted,"Hidden module-title collage and overlays are decorative; all substantive sensory-world content is already mapped. Raw asset ppt/media/image84.jpeg, 1672×941 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s72:o2,DPN02. Attention_Prediction_Expectation.pptx,72,True,9,Picture 8,fe4edb261dc69841d4688c996bad5d73964456125332b15f15cf209d9fe17e12,sha256:fe4edb261dc69841,decorative,deck-embedded title or divider artwork; no reusable license metadata,unclear,decorative-omitted,none,accounted,"Hidden module-title collage and overlays are decorative; all substantive sensory-world content is already mapped. Raw asset ppt/media/image85.png, 1672×941 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s72:o3,DPN02. Attention_Prediction_Expectation.pptx,72,True,10,Picture 9,eb35263dcc46ed8e996c7a419e00994189e092b60c634a9e111d4c0ecf65338e,sha256:eb35263dcc46ed8e,decorative,deck-embedded title or divider artwork; no reusable license metadata,unclear,decorative-omitted,none,accounted,"Hidden module-title collage and overlays are decorative; all substantive sensory-world content is already mapped. Raw asset ppt/media/image86.png, 2138×884 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s73:o1,DPN02. Attention_Prediction_Expectation.pptx,73,True,2,Image 0,7b1b9bdc5c850baf7a7fb809c3ba25f042672140b33f038386c3a877e798c29b,sha256:7b1b9bdc5c850baf,decorative,deck-embedded title or divider artwork; no reusable license metadata,unclear,decorative-omitted,none,accounted,"Hidden predictive-brain module art is decorative; the substantive diagram is represented elsewhere. Raw asset ppt/media/image87.jpeg, 1672×941 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s74:o1,DPN02. Attention_Prediction_Expectation.pptx,74,True,6,Picture 5,d4c0c3e9e220bbc7be4aaf30f0c168653ee517e6de8c6fe094e51ba3e2bb80c2,sha256:d4c0c3e9e220bbc7,duplicate,exact embedded-asset duplicate of DPN02 slide 67 divider art,unclear,duplicate-accounted,none,accounted,"Exact SHA-256 duplicate; substantive/decorative disposition is already recorded at DPN02 slide 67 divider art. Raw asset ppt/media/image78.png, 1672×941 px; duplicate-group count in global inventory: 2."
DPN02. Attention_Prediction_Expectation:s76:o1,DPN02. Attention_Prediction_Expectation.pptx,76,True,6,Image 0,df4bb35e1c8bd6f6c431abdfd0d7602654278a482dbc3a36a4ace26e002e8ae1,sha256:df4bb35e1c8bd6f6,duplicate,exact embedded-asset duplicate of DPN02 slide 34 restored-sight photograph,protected,duplicate-accounted,chapters/04-the-predictive-mind-perception-is-inference.qmd#calibration-not-less-prediction-is-the-goal,accounted,"Exact SHA-256 duplicate; substantive/decorative disposition is already recorded at DPN02 slide 34 restored-sight photograph. Raw asset ppt/media/image35.jpeg, 249×202 px; duplicate-group count in global inventory: 2."
DPN02. Attention_Prediction_Expectation:s77:o1,DPN02. Attention_Prediction_Expectation.pptx,77,True,20,Image 0,228286a348c18b67635ef38d5804b1177fbf87e12f67e66abc6fd1a46d8dc883,sha256:228286a348c18b67,substantive,third-party or generated clinical illustration; no license metadata,protected,represented-in-text-or-activity,chapters/04-the-predictive-mind-perception-is-inference.qmd#calibration-not-less-prediction-is-the-goal,complete,"Schizophrenia illustration is omitted; the table explicitly rejects a single faulty-model explanation. Raw asset ppt/media/image88.png, 268×285 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s79:o1,DPN02. Attention_Prediction_Expectation.pptx,79,True,9,Content Placeholder 5,6603b24d5402d5309cf2bc89da773b7828f56ecb8db882cd85f8df7af007b825,sha256:6603b24d5402d530,substantive,third-party scientific stimulus figure; no license metadata,protected,represented-in-text-or-activity,chapters/04-the-predictive-mind-perception-is-inference.qmd#calibration-not-less-prediction-is-the-goal,complete,"Autism/illusion stimulus strip is not copied; mixed evidence and the no-global-deficit boundary are in the table. Raw asset ppt/media/image89.png, 2320×670 px; duplicate-group count in global inventory: 1."
DPN02. Attention_Prediction_Expectation:s86:o1,DPN02. Attention_Prediction_Expectation.pptx,86,True,33,Picture 32,57b23264ebdc989ccf2b266d2695617cd013de948c1a279261c1c317c7e3119d,sha256:57b23264ebdc989c,duplicate,exact embedded-asset duplicate of DPN02 slide 65 icon occurrence with matching hash,unclear,duplicate-accounted,figures/judgment-and-decision-making-according-to-predictive-processing.svg,accounted,"Exact SHA-256 duplicate; substantive/decorative disposition is already recorded at DPN02 slide 65 icon occurrence with matching hash. Raw asset ppt/media/image66.png, 140×145 px; duplicate-group count in global inventory: 2."
DPN02. Attention_Prediction_Expectation:s86:o2,DPN02. Attention_Prediction_Expectation.pptx,86,True,38,Picture 37,75156168270209ecaa710a213eb8e315d8abee0e629ad8c3277eed1032477025,sha256:75156168270209ec,duplicate,exact embedded-asset duplicate of DPN02 slide 65 icon occurrence with matching hash,unclear,duplicate-accounted,figures/judgment-and-decision-making-according-to-predictive-processing.svg,accounted,"Exact SHA-256 duplicate; substantive/decorative disposition is already recorded at DPN02 slide 65 icon occurrence with matching hash. Raw asset ppt/media/image67.png, 175×174 px; duplicate-group count in global inventory: 2."
DPN02. Attention_Prediction_Expectation:s86:o3,DPN02. Attention_Prediction_Expectation.pptx,86,True,39,Picture 38,df50d5c286551033547200cb54e6df005d37abf75e8c6914c49877bc7259a73d,sha256:df50d5c286551033,duplicate,exact embedded-asset duplicate of DPN02 slide 65 icon occurrence with matching hash,unclear,duplicate-accounted,figures/judgment-and-decision-making-according-to-predictive-processing.svg,accounted,"Exact SHA-256 duplicate; substantive/decorative disposition is already recorded at DPN02 slide 65 icon occurrence with matching hash. Raw asset ppt/media/image68.png, 156×127 px; duplicate-group count in global inventory: 2."
DPN02. Attention_Prediction_Expectation:s86:o4,DPN02. Attention_Prediction_Expectation.pptx,86,True,40,Picture 39,bd6359afeb652b25b92078cf79277626564f41abeec44bed7101032e84b39c05,sha256:bd6359afeb652b25,duplicate,exact embedded-asset duplicate of DPN02 slide 65 icon occurrence with matching hash,unclear,duplicate-accounted,figures/judgment-and-decision-making-according-to-predictive-processing.svg,accounted,"Exact SHA-256 duplicate; substantive/decorative disposition is already recorded at DPN02 slide 65 icon occurrence with matching hash. Raw asset ppt/media/image69.png, 198×185 px; duplicate-group count in global inventory: 2."
DPN02. Attention_Prediction_Expectation:s86:o5,DPN02. Attention_Prediction_Expectation.pptx,86,True,41,Picture 40,05e35d42651fd2c0bc162042a40ed6cd05f85c846d1077b3c438779ae87e7322,sha256:05e35d42651fd2c0,duplicate,exact embedded-asset duplicate of DPN02 slide 65 icon occurrence with matching hash,unclear,duplicate-accounted,figures/judgment-and-decision-making-according-to-predictive-processing.svg,accounted,"Exact SHA-256 duplicate; substantive/decorative disposition is already recorded at DPN02 slide 65 icon occurrence with matching hash. Raw asset ppt/media/image70.png, 186×128 px; duplicate-group count in global inventory: 2."
